UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
286,M285,L,297.3474756761017,309.377935165055,1205.1903216514143,35.51888774086616,104,0,No Failure
287,M286,L,301.1148171137024,310.82215643265715,1653.4744322452952,45.26385289308047,11,0,No Failure
288,M287,L,301.2644326280637,310.26721065514505,1666.6342740841817,52.77347081193696,120,0,PWF
289,M288,L,301.3646775641193,309.50877558538286,1383.8990645563983,38.454216169812156,212,0,No Failure
290,M289,L,301.8931540071468,310.67450503315484,1316.4843229181338,40.0844953855811,203,0,No Failure
291,M290,L,301.2081032898432,309.7248175626137,1282.8515358066138,28.18232780873621,242,0,No Failure
292,M291,L,299.17994117692217,309.6719296296353,1394.5293513079569,37.773053915881285,181,0,No Failure
293,M292,M,299.8583263041678,310.04868388490155,1540.52431917119,42.2129044685085,185,0,No Failure
294,M293,L,300.18224973450674,310.4634603556662,1772.0224021013626,39.79555901312262,112,0,No Failure
295,M294,L,300.2153988982132,310.38984764937743,1721.0676676020232,36.37844167145897,143,0,No Failure
296,M295,L,301.99643531194346,309.63675081774716,1176.9166111462675,47.25841670133567,189,0,No Failure
297,M296,M,301.287337506045,310.8471112074394,1342.2313502798977,40.5800767857829,73,0,No Failure
298,M297,L,304.1546868791399,309.77760584892036,1759.9280748618942,65.8880311838165,247,0,No Failure
299,M298,M,304.41293795976935,309.3450155113913,1353.7814334809864,42.07719264856104,137,0,No Failure
300,M299,L,300.1592991652279,308.5319783512326,1488.6171673179647,12.534971473095553,243,0,No Failure
301,M300,L,292.3266889030813,310.983178480999,1158.942213077183,28.87968391264856,193,0,No Failure
302,M301,L,302.4736649322545,310.012390076194,1730.6066831025896,45.32119279269703,90,0,OSF
303,M302,L,298.9192473220259,310.2108723585105,1117.4503588297225,33.5669020005887,51,0,No Failure
304,M303,M,298.397032156338,311.04580291569954,1171.4378838426762,34.18769732170455,29,0,No Failure
305,M304,M,299.20310945002126,309.5225937684022,1710.1634121673408,27.60770156047272,96,0,TWF
306,M305,H,299.10671390637077,308.6256007515259,1884.0123359133113,35.23267529349671,15,0,No Failure
307,M306,L,301.2245396202108,310.0697807022152,1441.877783055017,41.939277558742845,137,0,No Failure
308,M307,L,296.88112844174753,310.3079615520803,1490.627437627435,43.858357143879196,142,0,No Failure
309,M308,M,297.8445585084168,309.73715093383964,1681.6559119565977,29.801043485022277,25,0,No Failure
310,M309,L,300.68631710839486,311.47373757807617,1557.8895629394765,48.05406113316485,188,0,No Failure
311,M310,L,301.24588806082664,307.51383343227866,1425.3563641246672,28.086309101950775,247,0,No Failure
312,M311,L,301.283083289872,311.1200566378998,1402.9092757228614,44.37956108991248,14,0,No Failure
313,M312,L,298.4259274421334,310.7911536503642,1186.6404085030033,43.370467746366984,133,0,No Failure
314,M313,H,298.04346870146753,310.45677077770046,1546.588354424044,30.656418149655124,208,0,No Failure
315,M314,M,298.98673033242414,306.6640984505309,1481.6166355861048,29.46684473916043,108,0,No Failure
316,M315,M,300.47974550456945,311.28388878327024,1412.4307641774637,43.82290440604882,128,0,No Failure
317,M316,L,302.9709547385451,308.9735658893641,1299.6370408875223,34.40117481397309,113,0,No Failure
318,M317,L,295.9051256284585,309.4923080216166,1319.893829341314,38.09500654690105,86,0,No Failure
319,M318,L,299.55854248608324,309.8294073352099,1623.67538410134,46.873358179147914,225,0,No Failure
320,M319,L,297.3346431179496,310.407418034652,1676.3327296818095,44.791371612309774,162,0,No Failure
321,M320,L,296.69551464529303,310.63942804219255,1434.5767687418765,30.840554849054286,123,0,No Failure
322,M321,M,301.93391329068965,310.8928405543193,1413.5040853507242,39.46420809703174,106,0,No Failure
323,M322,M,301.0892491489987,310.8158535100785,1329.2703906771594,30.652847981071623,88,0,No Failure
324,M323,L,300.8988670318945,310.2529272042131,1687.3640087148515,48.69938949956337,128,0,No Failure
325,M324,H,301.842051679462,310.41592265905757,1506.1991539311814,55.36516864281701,88,0,No Failure
326,M325,M,299.0405622064677,308.90924628417775,1573.5801958654529,31.54904684806607,37,0,No Failure
327,M326,L,299.13472496733294,309.248973193181,1571.6940260186925,39.688328960336364,207,0,No Failure
328,M327,M,304.37146123344513,310.89546022367483,1438.4596758932125,49.1746101133111,238,0,No Failure
329,M328,L,299.5068578914809,310.8372094867287,1266.9279800313157,40.24211008328301,40,0,No Failure
330,M329,L,301.47026422610816,310.7237994164444,1300.7733688628161,45.61505287380426,139,0,No Failure
331,M330,L,300.0127630819266,309.48558323834345,1725.5771065294903,40.516063315109434,191,0,No Failure
332,M331,M,296.30348293984315,310.91049213194367,1354.8631370298856,29.431962921128907,137,0,No Failure
333,M332,L,295.91074199239745,308.83875554751967,1417.92753605033,41.18925017177872,154,0,No Failure
334,M333,L,298.8420315601202,311.0773598098623,1273.121892925758,51.27283639233051,247,0,No Failure
335,M334,L,302.11220250334,309.7391291987541,1256.7866962147186,43.1429206980758,166,0,No Failure
336,M335,L,301.576583313272,311.6841704063406,1346.1670005942556,56.23674283789194,233,0,No Failure
337,M336,M,301.8281543284481,308.4785579079345,1837.6814368488917,22.28496140978573,198,0,No Failure
338,M337,M,298.0259076421274,311.76340404591855,1631.6074782384858,43.79047449640206,69,0,RNF
339,M338,L,303.2317449802446,309.6385356708365,1394.6422257152753,33.51992014816822,44,0,No Failure
340,M339,L,298.0702133996272,309.62052074398827,1716.575358910399,31.243688388742278,10,0,No Failure
341,M340,L,300.42564879733993,310.1948388189856,1469.5402253407108,53.34418608571729,23,0,HDF
342,M341,L,299.97929542018454,309.3029210871993,1770.8680093983676,37.44995022310621,56,0,No Failure
343,M342,L,299.65225235937083,309.9276709986977,1942.3460700792425,36.48454738666699,39,0,No Failure
344,M343,L,302.6771842765912,309.2623737347291,1705.6323478532383,43.435758851188844,88,0,No Failure
345,M344,L,298.5897789596681,309.2989364690208,1518.9101910445154,18.47481546953699,36,0,No Failure
346,M345,M,297.30078948857613,310.4868859503006,1639.861974703272,53.54865939883669,2,0,No Failure
347,M346,M,300.03999097241285,309.09843450469646,1503.0142438564424,59.044303141141356,195,0,No Failure
348,M347,L,299.20034653142693,309.23180576499453,1132.8003272049914,49.15113445022232,67,0,No Failure
349,M348,L,306.75476583816527,308.6272087502536,1369.0749171575912,44.11989740571397,120,0,No Failure
350,M349,M,301.35301495287996,309.49606932003866,1309.6816808693566,37.834245728585344,232,0,RNF
351,M350,L,299.18131884956273,311.31160202972393,1364.6417916338255,29.24787681217818,128,0,No Failure
352,M351,M,297.8877768616258,309.15406635989706,1858.7342865278888,51.94063815732764,93,1,No Failure
353,M352,M,296.2394231788624,309.2683667348128,1724.4299485709316,49.16341623268872,206,0,No Failure
354,M353,L,297.94956182852513,310.1939219464815,1588.1769602883294,44.501162549173856,44,0,No Failure
355,M354,L,300.22988354351827,309.6292035662005,1662.4685900902716,43.33628889448342,30,0,No Failure
356,M355,M,302.8546573031895,312.22815443334963,1121.5773028188287,43.005924138653064,36,0,No Failure
357,M356,L,302.2433782847758,309.83747203532374,1645.6367426179058,34.74063280210672,113,0,No Failure
358,M357,L,300.4581896632928,310.33521834621735,1687.9248632404335,65.01168827931812,196,0,No Failure
359,M358,H,299.35366466859506,310.9437687847993,1052.0505624625434,37.143764594776805,42,0,No Failure
360,M359,L,300.5376247128243,310.92457786586283,1653.0473507558797,35.73295806521561,84,0,No Failure
361,M360,L,298.96272400503085,310.23328758155736,1215.185271466583,51.206063120451496,98,0,No Failure
362,M361,M,303.43672799152773,309.838872513314,1105.9989287107937,39.70794227575652,3,0,No Failure
363,M362,L,299.62161963744984,312.02402853637926,1765.2636433719158,39.8100548474716,198,0,No Failure
364,M363,L,299.8273242835065,309.9002397246857,1298.5901904775315,54.145693720798036,121,0,No Failure
365,M364,H,295.5683551499587,309.55830989557154,1356.8106521231246,46.78615245550376,28,0,No Failure
366,M365,L,299.60913030695446,309.354151011706,1697.920908551469,47.29418546774293,99,0,No Failure
367,M366,H,301.67296827592986,308.2731967972932,1438.9523455495198,25.822895058072817,98,0,No Failure
368,M367,H,297.8645548459229,310.82161575223716,1463.9669252541835,44.00540178609047,95,0,No Failure
369,M368,L,298.49855933101435,307.6519316028992,1459.5826187124142,29.94392064405123,105,0,No Failure
370,M369,L,301.58542203546733,309.9942771590951,1569.5197541949572,35.45005993255078,243,0,No Failure
371,M370,L,297.0466855529639,309.79513936572863,1454.7331167218647,41.75641269562819,138,0,No Failure
372,M371,L,302.1156020150838,312.23996519223147,1522.8252148718202,39.637901979244155,241,0,No Failure
373,M372,L,298.9357122196538,308.1683487712864,1399.288374917459,46.54218306028772,32,0,No Failure
374,M373,M,299.2228635590176,309.0988967130156,1570.3639179758725,47.7069965184161,180,0,No Failure
375,M374,L,297.7522431897488,309.86390354131834,1562.7686063809135,48.456338392826225,232,0,No Failure
376,M375,L,300.75609252085576,309.8024706625308,1879.5771675368364,26.557990568598385,120,0,No Failure
377,M376,M,304.91974397005873,309.45045540918994,1423.7498100652595,63.62658262036878,16,0,No Failure
378,M377,L,301.56299447892127,309.91901209059785,1463.166896439004,39.75421131224128,139,0,RNF
379,M378,M,298.27142947611895,308.74043727113025,1547.7648651874083,52.1293335366721,0,0,No Failure
380,M379,L,302.27124117098293,310.35719287899497,1692.8871288629439,14.856871522174014,183,0,No Failure
381,M380,L,299.3666409081315,307.67851465792245,1281.6829693645598,37.34671200236295,22,0,No Failure
382,M381,M,302.74896996285514,309.97423064412277,1520.7153043550136,25.393179023290568,6,0,No Failure
383,M382,M,301.6133528043287,309.39964330573645,998.4347927889867,31.386346300409816,77,0,No Failure
384,M383,M,294.11371686905653,311.01628794275666,1445.6936166555208,40.50555751583816,168,0,No Failure
385,M384,M,297.9918407340899,311.7553110706333,1714.5454060198722,36.6525056147914,235,0,No Failure
386,M385,M,301.8887704456708,309.6689478312496,1354.7715127305364,53.140170071310834,52,0,No Failure
387,M386,L,300.30331454429006,311.3907259291414,1535.3675230570625,57.68991996973351,231,0,No Failure
388,M387,L,297.9524881045843,309.6838837193696,1394.2188851232795,30.331657872679678,6,0,No Failure
389,M388,M,298.7328209690124,309.0338734768709,1328.1195604532634,35.122348346321395,205,0,No Failure
390,M389,M,296.18752675982125,311.7459036321856,1694.2971996536203,29.689117617679152,97,0,No Failure
391,M390,H,299.8232534249472,310.520776444734,1290.9482620308693,51.559001794174556,193,0,No Failure
392,M391,L,304.42137945203154,310.0044385226098,1558.5930587726186,41.590436047237475,83,0,No Failure
393,M392,L,301.60986678146463,310.6871774750986,1561.6703241532318,40.32331169962348,208,0,No Failure
394,M393,M,304.38083400237684,310.27421503513017,1329.6400965922753,43.124664107273354,73,0,No Failure
395,M394,L,301.76479417957995,309.93078059205845,1531.1370513915258,36.88829108950687,180,0,No Failure
396,M395,H,302.0549586867054,308.673565172692,1313.0104325064046,31.435299741634704,4,0,No Failure
397,M396,M,303.94815737549004,309.72946326283875,1604.3583749818317,40.51054753790797,96,0,No Failure
398,M397,L,300.75452651868443,310.6232554234585,1237.0108570714212,37.32991634962564,100,1,No Failure
399,M398,M,299.62554535698627,309.87722857431316,1432.0788993616318,43.47024077274681,163,0,No Failure
400,M399,M,302.065315033244,310.9023257611304,1449.44566806842,23.680214314797766,43,0,No Failure
401,M400,L,302.90768047424376,310.38365502386677,1722.591067642134,41.863585827132916,109,0,No Failure
402,M401,H,299.04007071457556,309.1218636819146,1528.0086143423785,33.107539941966245,121,0,No Failure
403,M402,L,298.5568618353199,308.6808280421679,1691.0026980224118,41.513049374135555,138,0,No Failure
404,M403,M,300.27771206486176,309.8428215000698,1610.9382096979757,49.05089609370751,191,0,No Failure
405,M404,L,301.66299773386334,309.47577155189543,1609.6606001791517,34.43752248884797,148,0,No Failure
406,M405,M,301.59618209732315,310.33632180962167,1433.6133619539864,51.967205157701805,131,0,No Failure
407,M406,L,297.1516647996248,309.2818623412373,1704.1811767049774,22.592374149903986,88,0,No Failure
408,M407,L,303.82321213412666,309.3846076742451,1428.7659181395995,55.43828830521386,232,0,No Failure
409,M408,H,298.7176701412063,311.0530697175949,1154.0349040139786,52.384940523479145,34,0,No Failure
410,M409,L,299.46987000622283,310.1482029686279,1457.0425663066214,31.134103640895386,34,1,No Failure
411,M410,L,298.19469128002436,309.29727293457273,1590.6952809288136,31.217745878849414,34,0,No Failure
412,M411,H,305.39665767187415,310.017641808735,1178.6748562574373,25.050440469107834,166,0,No Failure
413,M412,H,300.48414134057595,311.3789112430017,1322.9795282559228,49.213787921206404,32,0,No Failure
414,M413,L,298.29804983863687,310.29378668827474,1253.882311964529,36.69589187317803,76,0,No Failure
415,M414,M,301.7278470999249,310.59295080942513,1657.3434209417928,35.96230099941194,67,0,No Failure
416,M415,L,301.53827155862007,309.24776546347255,1834.5725274024992,28.771850372614097,120,0,TWF
417,M416,L,299.6245459528402,311.0264193771346,1458.0601691573568,58.119738944354275,171,0,No Failure
418,M417,L,301.68121342556674,312.3181022604638,1606.3060726136518,30.272390703501273,231,0,No Failure
419,M418,M,298.34941607833827,309.2085323574872,1601.1038731799447,40.241661387252364,50,0,No Failure
420,M419,M,299.0141634501015,308.818106025628,1810.7593892879922,42.159697097256945,247,0,No Failure
421,M420,M,295.9795666908679,310.17554224383514,1369.4894192094787,36.013288171576946,37,0,No Failure
422,M421,M,297.35209783156085,310.87550504984443,1456.024207048335,33.99109284374913,41,1,No Failure
423,M422,L,303.6152616113414,309.90861032794976,1431.8462701151884,36.30738555626539,172,0,No Failure
424,M423,L,303.28285725544464,308.94679360395736,1515.0734480080525,45.65333332752995,29,0,No Failure
425,M424,L,300.13157729729795,309.8914158382196,2000.8633604233619,36.52942844988127,218,0,No Failure
426,M425,L,303.32586289437967,310.5980922727775,1506.1622230394626,56.25545687299529,162,0,No Failure
427,M426,L,299.6798510267834,309.5929681730539,1329.057869478588,32.229613141964045,27,0,No Failure
428,M427,M,299.5131793948642,310.60725501775494,1269.1005546213762,47.54106752670343,168,0,No Failure
429,M428,L,300.1130212969311,311.1647107852399,1750.5290014626094,22.436012881654396,105,0,No Failure
430,M429,L,299.75015680935286,310.24023062577044,1328.1490992043841,32.23074965164011,172,0,No Failure
431,M430,L,299.56960735287964,309.9720522287217,1632.7173918398191,31.837078339207864,47,0,No Failure
432,M431,M,302.2867962142991,310.8293439252263,1364.0617341482744,28.960864668363396,54,0,No Failure
433,M432,M,300.3002713079124,309.1438991725628,1246.6614526833655,42.83472507255605,135,0,No Failure
434,M433,L,301.42496352886764,309.0452901663071,1621.0399200603642,38.89812806407854,153,0,No Failure
435,M434,L,302.0627610505547,309.733427715071,1373.8510266472936,17.211722821470946,106,0,No Failure
436,M435,M,300.77637159130944,309.50812054518553,1585.0851278477787,59.95535439252512,225,0,No Failure
437,M436,L,298.0594573481835,309.1966580247095,1599.8565881692089,41.76016194343763,124,0,No Failure
438,M437,M,297.29426822207193,311.8304684749988,1609.2530490024938,40.01177354515745,114,0,No Failure
439,M438,M,300.2975612696146,312.1719932094943,1446.3702632113627,53.10118848596986,156,0,No Failure
440,M439,L,299.6574873903501,309.64629495774443,1637.2367113009416,49.888608893915006,54,0,No Failure
441,M440,L,300.1747828578402,310.0917189497484,1315.4907343103835,37.01826706101502,193,0,No Failure
442,M441,H,299.9678919215028,309.8121571799362,1009.1819497871733,20.474869402988325,69,0,No Failure
443,M442,L,305.16714732033313,311.10749924011816,1641.3784346240216,45.64385645285465,47,0,No Failure
444,M443,L,297.3395474887173,311.30564556184004,1533.118100967494,30.371538252513474,207,0,No Failure
445,M444,M,296.02010746035774,308.22273620131034,1377.9843511972058,52.39264458589424,6,0,No Failure
446,M445,H,300.66475366703924,310.47601080006564,1205.769447604991,32.23836337402307,74,0,No Failure
